Time (ISO),Lat (deg),Lon (deg),Alt (km),Vel (km/s)
2018-04-19 00:33:00,-16.7895094001,146.480133874,509.9099813,7.61255117716
2018-04-19 00:34:00,-13.0380751503,145.585961165,503.522925728,7.61995875781
2018-04-19 00:35:00,-9.27798131097,144.709895242,497.16842259,7.62725655454
2018-04-19 00:36:00,-5.5097771657,143.845995534,490.873516039,7.63440913666
2018-04-19 00:37:00,-1.73401149963,142.988736751,484.665476659,7.64138218921
2018-04-19 00:38:00,2.04875145419,142.132809198,478.571695018,7.64814273253
2018-04-19 00:39:00,5.8379175123,141.272934377,472.619565804,7.654659327
2018-04-19 00:40:00,9.63285091718,140.403681749,466.836358872,7.66090226442
2018-04-19 00:41:00,13.4328492193,139.519276754,461.249100551,7.66684371875
2018-04-19 00:42:00,17.2371416209,138.613376457,455.884407861,7.67245791669
2018-04-19 00:43:00,21.0448583677,137.678806067,450.768354096,7.67772124228
2018-04-19 00:44:00,24.8550073149,136.707223076,445.926308264,7.68261233781
2018-04-19 00:45:00,28.6664395094,135.688677769,441.382773227,7.68711217457
2018-04-19 00:46:00,32.4778020415,134.611018373,437.161220104,7.69120409747
2018-04-19 00:47:00,36.287471572,133.459062822,433.283920699,7.69487384389
2018-04-19 00:48:00,40.0934580981,132.213414594,429.771779879,7.69810953742
2018-04-19 00:49:00,43.893261902,130.848724477,426.644170019,7.70090165801
2018-04-19 00:50:00,47.6836548934,129.331068105,423.918769742,7.70324299037
2018-04-19 00:51:00,51.4603385206,127.613870347,421.61140786,7.70512855398
2018-04-19 00:52:00,55.2173714997,125.631374068,419.735923579,7.70655551061
2018-04-19 00:53:00,58.9462313525,123.287775548,418.304022785,7.70752307054
2018-04-19 00:54:00,62.634112264,120.438500302,417.325163622,7.70803237541
2018-04-19 00:55:00,66.2607690371,116.856631398,416.806449555,7.70808638094
2018-04-19 00:56:00,69.7922810862,112.170705587,416.752541691,7.70768973458
2018-04-19 00:57:00,73.1680299762,105.748407532,417.165590368,7.70684865299
2018-04-19 00:58:00,76.2724569298,96.4963363431,418.04518742,7.70557080218
2018-04-19 00:59:00,78.8765737335,82.6683255252,419.388340215,7.70386518334
2018-04-19 01:00:00,80.5584616201,62.5744219077,421.189468195,7.70174202665
2018-04-19 01:01:00,80.8001253402,38.1590170253,423.440422288,7.69921269501
2018-04-19 01:02:00,79.504447274,16.2927161007,426.13052914,7.69628959705
2018-04-19 01:03:00,77.130442393,0.722645631719,429.246648333,7.69298612271
2018-04-19 01:04:00,74.1583979557,-9.67240474272,432.773269662,7.68931657152
2018-04-19 01:05:00,70.8676250524,-16.7899407781,436.692613215,7.68529611281
2018-04-19 01:06:00,67.3994293064,-21.9066109425,440.984757179,7.68094074839
2018-04-19 01:07:00,63.8266405589,-25.7662968955,445.62778141,7.67626728782
2018-04-19 01:08:00,60.1891273126,-28.8021924324,450.597926435,7.67129333298
2018-04-19 01:09:00,56.5101563698,-31.2756664137,455.869765761,7.66603727018
2018-04-19 01:10:00,52.8041122948,-33.3512015911,461.416389168,7.66051826777
2018-04-19 01:11:00,49.0803415811,-35.1365681508,467.209594604,7.65475627714
2018-04-19 01:12:00,45.3451795133,-36.7049942809,473.220086265,7.64877203476
2018-04-19 01:13:00,41.6030769064,-38.1078728684,479.417676441,7.64258706329
2018-04-19 01:14:00,37.8572541421,-39.3823280752,485.771493081,7.63622366512
2018-04-19 01:15:00,34.1101099893,-40.5558808615,492.250165074,7.62970493226
2018-04-19 01:16:00,30.3634577811,-41.6494312647,498.822047326,7.62305470663
2018-04-19 01:17:00,26.6186990482,-42.6792110986,505.455398395,7.61629757445
2018-04-19 01:18:00,22.8769307646,-43.6581062273,512.118572664,7.60945882997
2018-04-19 01:19:00,19.1390211041,-44.5965728017,518.780200131,7.60256443272
2018-04-19 01:20:00,15.4056632065,-45.503289084,525.40935671,7.59564095369
2018-04-19 01:21:00,11.6774144582,-46.3856316198,531.975723957,7.58871550997
2018-04-19 01:22:00,7.95472611624,-47.2500333508,538.449737367,7.58181568776
2018-04-19 01:23:00,4.23796648322,-48.1022622002,544.802722602,7.5749694541
2018-04-19 01:24:00,0.527439843491,-48.9476468447,551.007019231,7.5682050576
2018-04-19 01:25:00,-3.17659972547,-49.7912696462,557.036095737,7.56155091456
2018-04-19 01:26:00,-6.8739235424,-50.6381383784,562.86463175,7.55503550782
2018-04-19 01:27:00,-10.564328722,-51.4933579251,568.468628,7.5486872326
2018-04-19 01:28:00,-14.2476131335,-52.3623026224,573.825463355,7.54253427981
2018-04-19 01:29:00,-17.9235611472,-53.2508104185,578.913960348,7.53660449063
2018-04-19 01:30:00,-21.591924027,-54.1654104764,583.714435209,7.53092521092
2018-04-19 01:31:00,-25.2523958538,-55.1136041396,588.208737104,7.52552314183
2018-04-19 01:32:00,-28.904582774,-56.1042258333,592.380277272,7.52042418825
2018-04-19 01:33:00,-32.5479623759,-57.1479220832,596.214048796,7.51565330621
2018-04-19 01:34:00,-36.1818284012,-58.2578054688,599.696637783,7.51123435065
2018-04-19 01:35:00,-39.8052133795,-59.4503706035,602.816226741,7.50718992467
2018-04-19 01:36:00,-43.4167798008,-60.7468102736,605.562592693,7.50354122934
2018-04-19 01:37:00,-47.0146459517,-62.1749486353,607.927090259,7.50030792933
2018-04-19 01:38:00,-50.5961499357,-63.7721750896,609.90264753,7.49750799937
2018-04-19 01:39:00,-54.1574459453,-65.5899978861,611.483738624,7.49515760183
2018-04-19 01:40:00,-57.6928643747,-67.7013585312,612.666361944,7.4932709589
2018-04-19 01:41:00,-61.1938220946,-70.2127670989,613.448013279,7.49186023566
2018-04-19 01:42:00,-64.6468890459,-73.2851491455,613.827656374,7.49093543252
2018-04-19 01:43:00,-68.0301842221,-77.1708524234,613.805691576,7.49050428788
2018-04-19 01:44:00,-71.306299649,-82.2807601452,613.383923122,7.49057219201
2018-04-19 01:45:00,-74.4077505369,-89.3036789315,612.565525578,7.49114211291
2018-04-19 01:46:00,-77.2066515345,-99.3848024716,611.355009863,7.49221453517
2018-04-19 01:47:00,-79.458324064,-114.168662773,609.758188064,7.49378741367
2018-04-19 01:48:00,-80.7522893877,-134.659237986,607.782144303,7.49585613601
2018-04-19 01:49:00,-80.67841432,-157.926187629,605.435195198,7.49841351107
2018-04-19 01:50:00,-79.262358063,-177.90112108,602.726861562,7.50144976307
2018-04-19 01:51:00,-76.9308971218,167.846622139,599.667836014,7.50495254701
2018-04-19 01:52:00,-74.0788478004,158.128824462,596.269952503,7.5089069801
2018-04-19 01:53:00,-70.9361504301,151.332788204,592.546156756,7.51329569066
2018-04-19 01:54:00,-67.6227334452,146.365573402,588.510477594,7.51809888468
2018-04-19 01:55:00,-64.2021973341,142.572559624,584.177998931,7.52329443047
2018-04-19 01:56:00,-60.7100458246,139.562496006,579.564832236,7.52885796119
2018-04-19 01:57:00,-57.1672128985,137.094238283,574.688089133,7.53476299535
2018-04-19 01:58:00,-53.5866675686,135.013426389,569.565853775,7.540981075
2018-04-19 01:59:00,-49.9767928079,133.217530423,564.217150854,7.54748192552
2018-04-19 02:00:00,-46.343218389,131.636107396,558.661930559,7.55423360978
2018-04-19 02:01:00,-42.6898386272,130.219259379,552.921015688,7.56120274184
2018-04-19 02:02:00,-39.0194329203,128.930663318,547.016082056,7.56835467153
2018-04-19 02:03:00,-35.3340393394,127.743209641,540.969618035,7.57565370361
2018-04-19 02:04:00,-31.6351943242,126.636191549,534.804883741,7.58306332416
2018-04-19 02:05:00,-27.9240903748,125.593440773,528.545865576,7.59054643629
2018-04-19 02:06:00,-24.2016828219,124.60205771,522.217225393,7.59806560337
2018-04-19 02:07:00,-20.4687640875,123.651524071,515.844243488,7.60558329708
2018-04-19 02:08:00,-16.7260167005,122.733066788,509.452754727,7.61306214793
2018-04-19 02:09:00,-12.9740521616,121.839189624,503.069077096,7.62046519547
2018-04-19 02:10:00,-9.21343774542,120.96331709,496.719927851,7.62775614003
2018-04-19 02:11:00,-5.4447294756,120.099517143,490.432352233,7.63489956404
2018-04-19 02:12:00,-1.66847559274,119.24226782,484.233600533,7.641861193
2018-04-19 02:13:00,2.11475745501,118.386260207,478.151038501,7.6486080954
2018-04-19 02:14:00,5.9043730469,117.52621353,472.21202703,7.65510889216
2018-04-19 02:15:00,9.69973022025,116.656692348,466.443796867,7.66133394371
2018-04-19 02:16:00,13.5001287166,115.771911847,460.873314415,7.66725551689
2018-04-19 02:17:00,17.3047920144,114.865516304,455.527139191,7.6728479298
2018-04-19 02:18:00,21.1128468228,113.930312229,450.431273762,7.67808767277
2018-04-19 02:19:00,24.9232969874,112.957931508,445.61100719,7.68295350423
2018-04-19 02:20:00,28.7349888928,111.938389574,441.090753307,7.68742652056
2018-04-19 02:21:00,32.546566592,110.859486334,436.89388263,7.69149020247
2018-04-19 02:22:00,36.3563946826,109.705975617,433.042566123,7.69513042213
2018-04-19 02:23:00,40.1624767411,108.458368632,429.557591046,7.69833545231
2018-04-19 02:24:00,43.9623009781,107.091185892,426.458207364,7.70109592422
2018-04-19 02:25:00,47.7526223814,105.57031358,423.761964108,7.70340477776
2018-04-19 02:26:00,51.5291151274,103.848895094,421.484555372,7.70525718929
2018-04-19 02:27:00,55.2858051984,101.860736418,419.639675335,7.70665048289
2018-04-19 02:28:00,59.0141071065,99.5093437431,418.238884655,7.70758402796
2018-04-19 02:29:00,62.7011133506,96.6490011959,417.29149045,7.7080591265
2018-04-19 02:30:00,66.3263981079,93.0508304001,416.804442005,7.7080788935
2018-04-19 02:31:00,69.8557001969,88.339872571,416.782244091,7.7076481338
2018-04-19 02:32:00,73.2277213326,81.8774841888,417.226890059,7.70677321802
2018-04-19 02:33:00,76.3254747178,72.5596119481,418.13781368,7.70546196472
2018-04-19 02:34:00,78.9171404625,58.6292002344,419.511866061,7.70372352206
2018-04-19 02:35:00,80.5770625039,38.420780944,421.343312396,7.70156826317
2018-04-19 02:36:00,80.7894708066,13.985903658,423.623852608,7.69900768889
2018-04-19 02:37:00,79.4692794256,-7.77818687876,426.342664667,7.69605434255
2018-04-19 02:38:00,77.0808771503,-23.2364238493,429.486470337,7.69272173695
2018-04-19 02:39:00,74.101318675,-33.5563342432,433.039622551,7.6890242942
2018-04-19 02:40:00,70.8065900222,-40.6281300738,436.984213304,7.68497729796
2018-04-19 02:41:00,67.3362430759,-45.7165939974,441.300200596,7.68059685772
2018-04-19 02:42:00,63.762270124,-49.5581717212,445.9655527,7.67589988376
2018-04-19 02:43:00,60.1241276478,-52.5819350409,450.956407788,7.67090407152
2018-04-19 02:44:00,56.4448647796,-55.0469640628,456.247250385,7.66562788983
2018-04-19 02:45:00,52.7387513398,-57.1164223539,461.811080675,7.66009059263
2018-04-19 02:46:00,49.0150607622,-58.8972949442,467.619628019,7.65431219847
2018-04-19 02:47:00,45.2800843765,-60.462320839,473.643535231,7.64831350643
2018-04-19 02:48:00,41.5382442456,-61.8625779754,479.852563978,7.64211609345
2018-04-19 02:49:00,37.7927435733,-63.1349805236,486.215798061,7.63574231207
2018-04-19 02:50:00,34.0459620292,-64.3069084053,492.701845771,7.62921528303
2018-04-19 02:51:00,30.2997049876,-65.3991610761,499.279039227,7.62255888095
2018-04-19 02:52:00,26.555365901,-66.4278993486,505.915628749,7.61579771174
2018-04-19 02:53:00,22.8140353017,-67.4059577143,512.579970544,7.60895708043
2018-04-19 02:54:00,19.076576077,-68.3437547214,519.240706157,7.60206294842
2018-04-19 02:55:00,15.3436744224,-69.2499415336,525.86693682,7.59514187501
2018-04-19 02:56:00,11.6158889254,-70.1318730988,532.428365011,7.58822097073
2018-04-19 02:57:00,7.89366503395,-70.9959681458,538.895469,7.58132779255
2018-04-19 02:58:00,4.17736815787,-71.8479841371,545.239620794,7.57449027436
2018-04-19 02:59:00,0.467300042419,-72.6932428705,551.43321386,7.56773662325
2018-04-19 03:00:00,-3.23628497208,-73.5368223541,557.449773672,7.56109521031
2018-04-19 03:01:00,-6.93316508549,-74.3837305368,563.264055517,7.55459445197
2018-04-19 03:02:00,-10.6231365338,-75.2390735653,568.852129681,7.54826268298
2018-04-19 03:03:00,-14.3059984701,-76.1082305322,574.191454327,7.54212802209
2018-04-19 03:04:00,-17.9815361921,-76.9970474341,579.260936451,7.53621823159
2018-04-19 03:05:00,-21.6495014779,-77.912065402,584.040981454,7.53056057198
2018-04-19 03:06:00,-25.3095908782,-78.8608032928,588.513534841,7.52518164964
2018-04-19 03:07:00,-28.9614050284,-79.8521174874,592.662099136,7.52010727983
2018-04-19 03:08:00,-32.6044225685,-80.896686888,596.471771253,7.51536231291
2018-04-19 03:09:00,-36.2379347579,-82.0076675958,599.929241059,7.51097049713
2018-04-19 03:10:00,-39.8609701532,-83.2016144102,603.022797472,7.50695432465
2018-04-19 03:11:00,-43.4721827193,-84.4998036015,605.742324488,7.50333488403
2018-04-19 03:12:00,-47.0696863224,-85.9301815325,608.07929102,7.50013171675
2018-04-19 03:13:00,-50.6508025393,-87.5303125712,610.026735367,7.49736267882
2018-04-19 03:14:00,-54.2116637778,-89.3519681158,611.57924505,7.49504380861
2018-04-19 03:15:00,-57.7465659452,-91.46849526,612.732932775,7.493189202
2018-04-19 03:16:00,-61.2468694889,-93.9870500374,613.485409208,7.49181089583
2018-04-19 03:17:00,-64.699050473,-97.0696262391,613.835753332,7.49091876025
2018-04-19 03:18:00,-68.0810512243,-100.970389797,613.784480106,7.49052040377
2018-04-19 03:19:00,-71.355141613,-106.103424494,613.333508862,7.49062108388
2018-04-19 03:20:00,-74.453193718,-113.163103138,612.486128218,7.49122363603
2018-04-19 03:21:00,-77.2460244019,-123.303024548,611.246962179,7.49232841197
2018-04-19 03:22:00,-79.4866014102,-138.172120402,609.62193585,7.49393323265
2018-04-19 03:23:00,-80.7621860965,-158.742301056,607.618241454,7.49603335557
2018-04-19 03:24:00,-80.6659687156,177.995866904,605.244304935,7.49862145725
2018-04-19 03:25:00,-79.2321016526,158.103833675,602.509753323,7.50168763176
2018-04-19 03:26:00,-76.889902126,143.934076355,599.425382997,7.50521940554
2018-04-19 03:27:00,-74.0317968555,134.272275057,596.003128905,7.5092017693
2018-04-19 03:28:00,-70.8855219278,127.511300701,592.256034722,7.51361722742
2018-04-19 03:29:00,-67.569810279,122.566283912,588.198221041,7.51844586841
2018-04-19 03:30:00,-64.1476747764,118.787832981,583.844868175,7.52366543677
2018-04-19 03:31:00,-60.6543165609,115.7876925,579.212171972,7.52925145559
2018-04-19 03:32:00,-57.1105096046,113.32643505,574.317326812,7.53517733502
2018-04-19 03:33:00,-53.5291333149,111.250711029,569.178495054,7.54141451405
2018-04-19 03:34:00,-49.918520669,109.458607719,563.814778414,7.5479326166
2018-04-19 03:35:00,-46.2842648327,107.880068749,558.246188114,7.55469962402
2018-04-19 03:36:00,-42.6302428058,106.465451127,552.493613233,7.56168206315
2018-04-19 03:37:00,-38.9592215708,105.178602002,546.578786601,7.56884520897
2018-04-19 03:38:00,-35.2732313991,103.992528888,540.524247558,7.57615330015
2018-04-19 03:39:00,-31.5738039445,102.886607247,534.353300822,7.58356976607
2018-04-19 03:40:00,-27.8621264604,101.844726916,528.089966521,7.59105746825
2018-04-19 03:41:00,-24.13915791,100.854032226,521.758945908,7.59857892398
2018-04-19 03:42:00,-20.4056878889,99.9040351772,515.385538843,7.60609658514
2018-04-19 03:43:00,-16.6623993174,98.985985293,508.995596379,7.61357306908
2018-04-19 03:44:00,-12.9099046376,98.0924025917,502.615444863,7.62097141424
2018-04-19 03:45:00,-9.1487750136,97.2167234918,496.271806048,7.62825532734
2018-04-19 03:46:00,-5.37956312629,96.3530220934,489.991708549,7.63538942439
2018-04-19 03:47:00,-1.60282171332,95.4957808991,483.802390243,7.6423394624
2018-04-19 03:48:00,2.18088055886,94.6396917326,477.731191386,7.64907255885
2018-04-19 03:49:00,5.97094462949,93.7794714888,471.805438398,7.65555739616
2018-04-19 03:50:00,9.76672687465,92.9096791729,466.052318421,7.66176440834
2018-04-19 03:51:00,13.5675266845,92.0245202044,460.49874137,7.66766595146
2018-04-19 03:52:00,17.3725592551,91.1176265756,455.171212112,7.67323643226
2018-04-19 03:53:00,21.1809503009,90.1817853811,450.095658027,7.67845245228
2018-04-19 03:54:00,24.9916996501,89.2086027227,445.297287581,7.68329288687
2018-04-19 03:55:00,28.803649013,88.1880589451,440.800424945,7.68773895834
2018-04-19 03:56:00,32.6154342749,87.1079067966,436.628344827,7.69177427869
2018-04-19 03:57:00,36.4254181664,85.9528326581,432.803105494,7.6953848665
2018-04-19 03:58:00,40.2315926846,84.7032561879,429.34538191,7.69855913857
2018-04-19 03:59:00,44.0314338936,83.33356661,426.274301121,7.70128787794
2018-04-19 04:00:00,47.8216797392,81.8094591014,423.607282113,7.70356418012
2018-04-19 04:01:00,51.597979452,80.0837918839,421.359882448,7.70538337988
2018-04-19 04:02:00,55.3543233803,78.089930829,419.545652955,7.70674296213
2018-04-19 04:03:00,59.0820599125,75.730686652,418.176009515,7.70764245524
2018-04-19 04:04:00,62.7681812582,72.8591885894,417.26010662,7.70808332277
2018-04-19 04:05:00,66.392078764,69.244574346,416.804739194,7.70806883909
2018-04-19 04:06:00,69.9191461067,64.5083476761,416.814255565,7.70760396639
2018-04-19 04:07:00,73.2873909742,58.0054727071,417.290491149,7.70669523065
2018-04-19 04:08:00,76.3783869483,48.621136884,418.232722875,7.70535060048
2018-04-19 04:09:00,78.9574445421,34.5875619388,419.637645402,7.70357937169
2018-04-19 04:10:00,80.595187871,14.2650973128,421.499369851,7.70139206003
2018-04-19 04:11:00,80.7782792473,-10.1866124392,423.809445369,7.69880030397
2018-04-19 04:12:00,79.4337267016,-31.8472030388,426.556903503,7.695816779
2018-04-19 04:13:00,77.0310760717,-47.1940257935,429.728324939,7.69245512429
2018-04-19 04:14:00,74.044083845,-57.4393737268,433.307930357,7.68872987955
2018-04-19 04:15:00,70.7454409451,-64.4657911904,437.277679318,7.68465644724
2018-04-19 04:16:00,67.2729647928,-69.5262547441,441.617412413,7.68025104152
2018-04-19 04:17:00,63.6978202887,-73.3498422076,446.304986898,7.67553067279
2018-04-19 04:18:00,60.0590564972,-76.3615433975,451.316439185,7.67051312938
2018-04-19 04:19:00,56.3795119929,-78.8181678407,456.626158163,7.6652169692
2018-04-19 04:20:00,52.6733330383,-80.8815776371,462.207069299,7.65966151689
2018-04-19 04:21:00,48.9497254803,-82.657975239,468.030827151,7.65386686436
2018-04-19 04:22:00,45.2149370032,-84.2196140041,474.068013842,7.6478538725
2018-04-19 04:23:00,41.4733610957,-85.6172590074,480.288341125,7.64164417179
2018-04-19 04:24:00,37.7281813778,-86.8876165233,486.660853666,7.63526015988
2018-04-19 04:25:00,33.9817609987,-88.0579253018,493.15413572,7.62872498956
2018-04-19 04:26:00,30.2358999318,-89.1488840732,499.736492807,7.62206257199
2018-04-19 04:27:00,26.4919810677,-90.1765838109,506.376172028,7.6152975277
2018-04-19 04:28:00,22.7510885173,-91.1538078713,513.041532097,7.60845517174
2018-04-19 04:29:00,19.0140798972,-92.0909373689,519.701226778,7.60156146668
2018-04-19 04:30:00,15.2816394733,-92.9965952928,526.324374424,7.59464296875
2018-04-19 04:31:00,11.5543170317,-93.8781175086,532.880716876,7.58772676262
2018-04-19 04:32:00,7.83255723034,-94.7419073707,539.340766873,7.58084038468
2018-04-19 04:33:00,4.11672259482,-95.5937119407,545.675943352,7.57401173502
2018-04-19 04:34:00,0.407112340282,-96.4388461899,551.85869424,7.56726897867
2018-04-19 04:35:00,-3.29602140272,-97.2823843874,557.862606518,7.56064043649
2018-04-19 04:36:00,-6.99246121452,-98.1293341476,563.66250735,7.55415446265
2018-04-19 04:37:00,-10.6819999708,-98.9848023648,569.234533379,7.54783933515
2018-04-19 04:38:00,-14.364440579,-99.8541735138,574.556226477,7.54172309572
2018-04-19 04:39:00,-18.0395692515,-100.743301711,579.606578528,7.53583342731
2018-04-19 04:40:00,-21.7071382669,-101.658740143,584.366084509,7.53019750474
2018-04-19 04:41:00,-25.3668417264,-102.608023998,588.816780851,7.52484184621
2018-04-19 04:42:00,-29.0182845529,-103.600034295,592.942273722,7.5197921626
2018-04-19 04:43:00,-32.6609414997,-104.645481268,596.727757973,7.51507320572
2018-04-19 04:44:00,-36.2941013139,-105.757564821,600.160027518,7.51070861685
2018-04-19 04:45:00,-39.916788538,-106.952900336,603.227477949,7.50672077698
2018-04-19 04:46:00,-43.5276509736,-108.252849058,605.92010218,7.50313065965
2018-04-19 04:47:00,-47.1247955478,-109.685479712,608.229481359,7.4999576859
2018-04-19 04:48:00,-50.7055247883,-111.288531905,610.148763038,7.49721959451
2018-04-19 04:49:00,-54.2659515437,-113.114043217,611.672649974,7.49493229745
2018-04-19 04:50:00,-57.8003369185,-115.235769801,612.797369305,7.49310976418
2018-04-19 04:51:00,-61.2999843918,-117.76151953,613.52064668,7.49176390319
2018-04-19 04:52:00,-64.7512705705,-120.854360135,613.841676189,7.49090445514
2018-04-19 04:53:00,-68.1319684985,-124.770302231,613.761088395,7.49053889621
2018-04-19 04:54:00,-71.4040173822,-129.92665973,613.280916998,7.49067235259
2018-04-19 04:55:00,-74.4986381283,-137.023425677,612.404564666,7.49130752713
2018-04-19 04:56:00,-77.2853339308,-147.22264688,611.136768456,7.49244463876
2018-04-19 04:57:00,-79.5147001542,-162.177448882,609.483565225,7.49408137572
2018-04-19 04:58:00,-80.7717649328,177.173317021,607.452257358,7.49621286327
2018-04-19 04:59:00,-80.6531742692,153.918229268,605.051377333,7.49883164852
2018-04-19 05:00:00,-79.2015760108,134.109762657,602.290661478,7.50192769185
2018-04-19 05:01:00,-76.8487118453,120.02229161,599.181008274,7.50548839283
2018-04-19 05:02:00,-73.9845911027,110.416192869,595.734453469,7.50949861582
2018-04-19 05:03:00,-70.8347582098,103.690087648,591.964138458,7.5139407414
2018-04-19 05:04:00,-67.51676568,98.7671624324,587.884280995,7.51879473397
2018-04-19 05:05:00,-64.0930351417,95.0032081035,583.510146605,7.52403822743
2018-04-19 05:06:00,-60.598472038,92.0129512553,578.85802044,7.52964662887
2018-04-19 05:07:00,-57.0536915597,89.5586697115,573.945179294,7.53559324027
2018-04-19 05:08:00,-53.4714841332,87.4880180133,568.789863366,7.54184939794
2018-04-19 05:09:00,-49.8601306449,85.6996959922,563.411247339,7.54838462915
2018-04-19 05:10:00,-46.2251902428,84.1240332524,557.829406424,7.55516682994
2018-04-19 05:11:00,-42.5705251875,82.711641354,552.065299516,7.5621624356
2018-04-19 05:12:00,-38.8988876853,81.4265358104,546.140712314,7.56933665119
2018-04-19 05:13:00,-35.2123002523,80.24184077,540.078234619,7.57665364982
2018-04-19 05:14:00,-31.5122897875,79.1370136606,533.901215234,7.58407680477
2018-04-19 05:15:00,-27.8000433044,78.0960035881,527.633715914,7.59156892652
2018-04-19 05:16:00,-24.0765134586,77.1059959013,521.300459915,7.5990925071
2018-04-19 05:17:00,-20.342492001,76.1565342272,514.926774415,7.60660996929
2018-04-19 05:18:00,-16.598662253,75.2388906046,508.538526042,7.61408391806
2018-04-19 05:19:00,-12.8456376057,74.3456012503,502.162048875,7.62147739153
2018-04-19 05:20:00,-9.08399059396,73.470113858,495.824064285,7.62875410849
2018-04-19 05:21:00,-5.31427307405,72.6065092195,489.551587955,7.63587871433
2018-04-19 05:22:00,-1.53704482151,71.7492748225,483.371848834,7.64281699378
2018-04-19 05:23:00,2.24712580089,70.8931025984,477.312156783,7.64953611906
2018-04-19 05:24:00,6.03763728964,70.0327070579,471.399803063,7.65600483497
2018-04-19 05:25:00,9.833843357,69.1626415903,465.661930529,7.66219365003
2018-04-19 05:26:00,13.6350379386,68.2771029686,460.125399236,7.66807500272
2018-04-19 05:27:00,17.4404381399,67.3697084343,454.816643796,7.67362340517
2018-04-19 05:28:00,21.2491635814,66.4332267097,449.761523329,7.67881556282
2018-04-19 05:29:00,25.0602100667,65.459237941,444.985165057,7.68363046879
2018-04-19 05:30:00,28.8724146191,64.4376871454,440.511802862,7.68804947204
2018-04-19 05:31:00,32.6844074936,63.3562788353,436.364612339,7.69205631921
2018-04-19 05:32:00,36.4945469647,62.1996321034,432.565541696,7.69563717271
2018-04-19 05:33:00,40.3008108479,60.9480752063,429.135155242,7.69878059205
2018-04-19 05:34:00,44.100665541,59.575864296,426.092453939,7.70147751517
2018-04-19 05:35:00,47.890831824,58.0485019527,423.454726268,7.70372119368
2018-04-19 05:36:00,51.666933778,56.3185587084,421.237392851,7.7055071211
2018-04-19 05:37:00,55.4229207475,54.3189590886,419.453862952,7.706832942
2018-04-19 05:38:00,59.1500844669,51.9518061027,418.115402501,7.70769834756
2018-04-19 05:39:00,62.835310666,49.0690642374,417.231015855,7.70810496096
2018-04-19 05:40:00,66.4578056376,45.4378646527,416.807343415,7.70805621597
2018-04-19 05:41:00,69.9826133246,40.6761314238,416.848576961,7.70755723215
2018-04-19 05:42:00,73.3470396633,34.1323564325,417.356394397,7.70661469004
2018-04-19 05:43:00,76.4311929627,24.6808858895,418.329915246,7.70523670929
